num_blocks,median_width,std_width,median_height,std_height,median_x_center,std_x_center,median_y_center,std_y_center,total_width_ratio,median_aspect_ratio,norm_median_width,norm_std_x_center,image_path,label
1.0,1655.0,0.0,1240.0,0.0,827.5,0.0,620.0,0.0,1.0,1.3346774193548387,1.0,0.0,D:\DATA300\AudioBookSum\output_images\04_29_19_page_31.png,single column
1.0,1275.0,0.0,1650.0,0.0,637.5,0.0,825.0,0.0,1.0,0.7727272727272727,1.0,0.0,D:\DATA300\AudioBookSum\output_images\1706_03762v7_page_1.png,single column
1.0,1275.0,0.0,1650.0,0.0,637.5,0.0,825.0,0.0,1.0,0.7727272727272727,1.0,0.0,D:\DATA300\AudioBookSum\output_images\1706_03762v7_page_2.png,single column
1.0,1275.0,0.0,1650.0,0.0,637.5,0.0,825.0,0.0,1.0,0.7727272727272727,1.0,0.0,D:\DATA300\AudioBookSum\output_images\1706_03762v7_page_3.png,single column
1.0,1275.0,0.0,1650.0,0.0,637.5,0.0,825.0,0.0,1.0,0.7727272727272727,1.0,0.0,D:\DATA300\AudioBookSum\output_images\1706_03762v7_page_4.png,single column
1.0,1275.0,0.0,1650.0,0.0,637.5,0.0,825.0,0.0,1.0,0.7727272727272727,1.0,0.0,D:\DATA300\AudioBookSum\output_images\1706_03762v7_page_5.png,single column
1.0,1275.0,0.0,1650.0,0.0,637.5,0.0,825.0,0.0,1.0,0.7727272727272727,1.0,0.0,D:\DATA300\AudioBookSum\output_images\1706_03762v7_page_6.png,single column
1.0,1275.0,0.0,1650.0,0.0,637.5,0.0,825.0,0.0,1.0,0.7727272727272727,1.0,0.0,D:\DATA300\AudioBookSum\output_images\1706_03762v7_page_7.png,single column
1.0,1275.0,0.0,1650.0,0.0,637.5,0.0,825.0,0.0,1.0,0.7727272727272727,1.0,0.0,D:\DATA300\AudioBookSum\output_images\1706_03762v7_page_8.png,single column
1.0,1275.0,0.0,1650.0,0.0,637.5,0.0,825.0,0.0,1.0,0.7727272727272727,1.0,0.0,D:\DATA300\AudioBookSum\output_images\1706_03762v7_page_9.png,single column
1.0,1275.0,0.0,1650.0,0.0,637.5,0.0,825.0,0.0,1.0,0.7727272727272727,1.0,0.0,D:\DATA300\AudioBookSum\output_images\1706_03762v7_page_10.png,single column
1.0,1275.0,0.0,1650.0,0.0,637.5,0.0,825.0,0.0,1.0,0.7727272727272727,1.0,0.0,D:\DATA300\AudioBookSum\output_images\1706_03762v7_page_11.png,single column
1.0,1275.0,0.0,1650.0,0.0,637.5,0.0,825.0,0.0,1.0,0.7727272727272727,1.0,0.0,D:\DATA300\AudioBookSum\output_images\1706_03762v7_page_12.png,single column
1.0,1275.0,0.0,1650.0,0.0,637.5,0.0,825.0,0.0,1.0,0.7727272727272727,1.0,0.0,D:\DATA300\AudioBookSum\output_images\1706_03762v7_page_13.png,single column
1.0,1275.0,0.0,1650.0,0.0,637.5,0.0,825.0,0.0,1.0,0.7727272727272727,1.0,0.0,D:\DATA300\AudioBookSum\output_images\1706_03762v7_page_14.png,single column
1.0,1275.0,0.0,1650.0,0.0,637.5,0.0,825.0,0.0,1.0,0.7727272727272727,1.0,0.0,D:\DATA300\AudioBookSum\output_images\1706_03762v7_page_15.png,single column
1.0,1275.0,0.0,1650.0,0.0,637.5,0.0,825.0,0.0,1.0,0.7727272727272727,1.0,0.0,D:\DATA300\AudioBookSum\output_images\2210_05189v3_page_1.png,multicolumn
1.0,1275.0,0.0,1650.0,0.0,637.5,0.0,825.0,0.0,1.0,0.7727272727272727,1.0,0.0,D:\DATA300\AudioBookSum\output_images\2210_05189v3_page_2.png,multicolumn
1.0,1275.0,0.0,1650.0,0.0,637.5,0.0,825.0,0.0,1.0,0.7727272727272727,1.0,0.0,D:\DATA300\AudioBookSum\output_images\2210_05189v3_page_3.png,multicolumn
1.0,1275.0,0.0,1650.0,0.0,637.5,0.0,825.0,0.0,1.0,0.7727272727272727,1.0,0.0,D:\DATA300\AudioBookSum\output_images\2210_05189v3_page_4.png,multicolumn
1.0,1275.0,0.0,1650.0,0.0,637.5,0.0,825.0,0.0,1.0,0.7727272727272727,1.0,0.0,D:\DATA300\AudioBookSum\output_images\2210_05189v3_page_5.png,multicolumn
1.0,1275.0,0.0,1650.0,0.0,637.5,0.0,825.0,0.0,1.0,0.7727272727272727,1.0,0.0,D:\DATA300\AudioBookSum\output_images\2210_05189v3_page_6.png,multicolumn
1.0,1275.0,0.0,1650.0,0.0,637.5,0.0,825.0,0.0,1.0,0.7727272727272727,1.0,0.0,D:\DATA300\AudioBookSum\output_images\2210_05189v3_page_7.png,multicolumn
1.0,1275.0,0.0,1650.0,0.0,637.5,0.0,825.0,0.0,1.0,0.7727272727272727,1.0,0.0,D:\DATA300\AudioBookSum\output_images\2210_05189v3_page_8.png,multicolumn
1.0,1241.0,0.0,1754.0,0.0,620.5,0.0,877.0,0.0,1.0,0.7075256556442417,1.0,0.0,D:\DATA300\AudioBookSum\output_images\2303_00747v2_page_1.png,multicolumn
1.0,1241.0,0.0,1754.0,0.0,620.5,0.0,877.0,0.0,1.0,0.7075256556442417,1.0,0.0,D:\DATA300\AudioBookSum\output_images\2303_00747v2_page_2.png,multicolumn
1.0,1241.0,0.0,1754.0,0.0,620.5,0.0,877.0,0.0,1.0,0.7075256556442417,1.0,0.0,D:\DATA300\AudioBookSum\output_images\2303_00747v2_page_3.png,multicolumn
1.0,1241.0,0.0,1754.0,0.0,620.5,0.0,877.0,0.0,1.0,0.7075256556442417,1.0,0.0,D:\DATA300\AudioBookSum\output_images\2303_00747v2_page_4.png,multicolumn
1.0,1241.0,0.0,1754.0,0.0,620.5,0.0,877.0,0.0,1.0,0.7075256556442417,1.0,0.0,D:\DATA300\AudioBookSum\output_images\2303_00747v2_page_5.png,multicolumn
1.0,1241.0,0.0,1754.0,0.0,620.5,0.0,877.0,0.0,1.0,0.7075256556442417,1.0,0.0,D:\DATA300\AudioBookSum\output_images\2303_00747v2_page_6.png,multicolumn
1.0,1275.0,0.0,1650.0,0.0,637.5,0.0,825.0,0.0,1.0,0.7727272727272727,1.0,0.0,D:\DATA300\AudioBookSum\output_images\2402_12354v2_page_1.png,multicolumn
1.0,1275.0,0.0,1650.0,0.0,637.5,0.0,825.0,0.0,1.0,0.7727272727272727,1.0,0.0,D:\DATA300\AudioBookSum\output_images\2402_12354v2_page_2.png,multicolumn
1.0,1275.0,0.0,1650.0,0.0,637.5,0.0,825.0,0.0,1.0,0.7727272727272727,1.0,0.0,D:\DATA300\AudioBookSum\output_images\2402_12354v2_page_3.png,multicolumn
1.0,1275.0,0.0,1650.0,0.0,637.5,0.0,825.0,0.0,1.0,0.7727272727272727,1.0,0.0,D:\DATA300\AudioBookSum\output_images\2402_12354v2_page_4.png,multicolumn
1.0,1275.0,0.0,1650.0,0.0,637.5,0.0,825.0,0.0,1.0,0.7727272727272727,1.0,0.0,D:\DATA300\AudioBookSum\output_images\2402_12354v2_page_5.png,multicolumn
1.0,1275.0,0.0,1650.0,0.0,637.5,0.0,825.0,0.0,1.0,0.7727272727272727,1.0,0.0,D:\DATA300\AudioBookSum\output_images\2402_12354v2_page_6.png,multicolumn
1.0,1275.0,0.0,1650.0,0.0,637.5,0.0,825.0,0.0,1.0,0.7727272727272727,1.0,0.0,D:\DATA300\AudioBookSum\output_images\2402_12354v2_page_7.png,multicolumn
1.0,1275.0,0.0,1650.0,0.0,637.5,0.0,825.0,0.0,1.0,0.7727272727272727,1.0,0.0,D:\DATA300\AudioBookSum\output_images\2402_12354v2_page_8.png,multicolumn
1.0,1275.0,0.0,1650.0,0.0,637.5,0.0,825.0,0.0,1.0,0.7727272727272727,1.0,0.0,D:\DATA300\AudioBookSum\output_images\2402_12354v2_page_9.png,multicolumn
1.0,1275.0,0.0,1650.0,0.0,637.5,0.0,825.0,0.0,1.0,0.7727272727272727,1.0,0.0,D:\DATA300\AudioBookSum\output_images\2402_12354v2_page_10.png,multicolumn
1.0,1275.0,0.0,1650.0,0.0,637.5,0.0,825.0,0.0,1.0,0.7727272727272727,1.0,0.0,D:\DATA300\AudioBookSum\output_images\2402_12354v2_page_11.png,multicolumn
1.0,1275.0,0.0,1650.0,0.0,637.5,0.0,825.0,0.0,1.0,0.7727272727272727,1.0,0.0,D:\DATA300\AudioBookSum\output_images\2402_12354v2_page_12.png,multicolumn
1.0,1275.0,0.0,1650.0,0.0,637.5,0.0,825.0,0.0,1.0,0.7727272727272727,1.0,0.0,D:\DATA300\AudioBookSum\output_images\2402_12354v2_page_13.png,single column
1.0,1275.0,0.0,1650.0,0.0,637.5,0.0,825.0,0.0,1.0,0.7727272727272727,1.0,0.0,D:\DATA300\AudioBookSum\output_images\2402_12354v2_page_14.png,single column
1.0,1275.0,0.0,1650.0,0.0,637.5,0.0,825.0,0.0,1.0,0.7727272727272727,1.0,0.0,D:\DATA300\AudioBookSum\output_images\2402_12354v2_page_15.png,single column
1.0,1275.0,0.0,1650.0,0.0,637.5,0.0,825.0,0.0,1.0,0.7727272727272727,1.0,0.0,D:\DATA300\AudioBookSum\output_images\2402_12354v2_page_16.png,single column
1.0,1275.0,0.0,1650.0,0.0,637.5,0.0,825.0,0.0,1.0,0.7727272727272727,1.0,0.0,D:\DATA300\AudioBookSum\output_images\2402_12354v2_page_17.png,single column
1.0,1275.0,0.0,1650.0,0.0,637.5,0.0,825.0,0.0,1.0,0.7727272727272727,1.0,0.0,D:\DATA300\AudioBookSum\output_images\2402_12354v2_page_18.png,single column
1.0,1275.0,0.0,1650.0,0.0,637.5,0.0,825.0,0.0,1.0,0.7727272727272727,1.0,0.0,D:\DATA300\AudioBookSum\output_images\2402_12354v2_page_19.png,single column
1.0,1275.0,0.0,1650.0,0.0,637.5,0.0,825.0,0.0,1.0,0.7727272727272727,1.0,0.0,D:\DATA300\AudioBookSum\output_images\2402_12354v2_page_20.png,single column
1.0,1275.0,0.0,1650.0,0.0,637.5,0.0,825.0,0.0,1.0,0.7727272727272727,1.0,0.0,D:\DATA300\AudioBookSum\output_images\2402_12354v2_page_21.png,single column
1.0,1275.0,0.0,1650.0,0.0,637.5,0.0,825.0,0.0,1.0,0.7727272727272727,1.0,0.0,D:\DATA300\AudioBookSum\output_images\2402_12354v2_page_22.png,single column
1.0,1275.0,0.0,1650.0,0.0,637.5,0.0,825.0,0.0,1.0,0.7727272727272727,1.0,0.0,D:\DATA300\AudioBookSum\output_images\2402_12354v2_page_23.png,single column
1.0,1275.0,0.0,1650.0,0.0,637.5,0.0,825.0,0.0,1.0,0.7727272727272727,1.0,0.0,D:\DATA300\AudioBookSum\output_images\2402_12354v2_page_24.png,single column
1.0,1275.0,0.0,1650.0,0.0,637.5,0.0,825.0,0.0,1.0,0.7727272727272727,1.0,0.0,D:\DATA300\AudioBookSum\output_images\2409_18594v1_page_1.png,multicolumn
1.0,1275.0,0.0,1650.0,0.0,637.5,0.0,825.0,0.0,1.0,0.7727272727272727,1.0,0.0,D:\DATA300\AudioBookSum\output_images\2409_18594v1_page_2.png,multicolumn
1.0,1275.0,0.0,1650.0,0.0,637.5,0.0,825.0,0.0,1.0,0.7727272727272727,1.0,0.0,D:\DATA300\AudioBookSum\output_images\2409_18594v1_page_3.png,multicolumn
1.0,1275.0,0.0,1650.0,0.0,637.5,0.0,825.0,0.0,1.0,0.7727272727272727,1.0,0.0,D:\DATA300\AudioBookSum\output_images\2409_18594v1_page_4.png,multicolumn
1.0,1275.0,0.0,1650.0,0.0,637.5,0.0,825.0,0.0,1.0,0.7727272727272727,1.0,0.0,D:\DATA300\AudioBookSum\output_images\2409_18594v1_page_5.png,multicolumn
1.0,1275.0,0.0,1650.0,0.0,637.5,0.0,825.0,0.0,1.0,0.7727272727272727,1.0,0.0,D:\DATA300\AudioBookSum\output_images\2409_18594v1_page_6.png,multicolumn
1.0,1275.0,0.0,1650.0,0.0,637.5,0.0,825.0,0.0,1.0,0.7727272727272727,1.0,0.0,D:\DATA300\AudioBookSum\output_images\2409_18594v1_page_7.png,multicolumn
1.0,1275.0,0.0,1650.0,0.0,637.5,0.0,825.0,0.0,1.0,0.7727272727272727,1.0,0.0,D:\DATA300\AudioBookSum\output_images\2409_18594v1_page_8.png,multicolumn
1.0,1275.0,0.0,1650.0,0.0,637.5,0.0,825.0,0.0,1.0,0.7727272727272727,1.0,0.0,D:\DATA300\AudioBookSum\output_images\2409_18594v1_page_9.png,multicolumn
1.0,1275.0,0.0,1650.0,0.0,637.5,0.0,825.0,0.0,1.0,0.7727272727272727,1.0,0.0,D:\DATA300\AudioBookSum\output_images\2409_18594v1_page_10.png,multicolumn
1.0,1275.0,0.0,1650.0,0.0,637.5,0.0,825.0,0.0,1.0,0.7727272727272727,1.0,0.0,D:\DATA300\AudioBookSum\output_images\2409_18594v1_page_11.png,multicolumn
1.0,1275.0,0.0,1650.0,0.0,637.5,0.0,825.0,0.0,1.0,0.7727272727272727,1.0,0.0,D:\DATA300\AudioBookSum\output_images\2409_18594v1_page_12.png,multicolumn
1.0,1275.0,0.0,1650.0,0.0,637.5,0.0,825.0,0.0,1.0,0.7727272727272727,1.0,0.0,D:\DATA300\AudioBookSum\output_images\2409_18594v1_page_13.png,multicolumn
1.0,1275.0,0.0,1650.0,0.0,637.5,0.0,825.0,0.0,1.0,0.7727272727272727,1.0,0.0,D:\DATA300\AudioBookSum\output_images\2409_18594v1_page_14.png,multicolumn
1.0,1275.0,0.0,1650.0,0.0,637.5,0.0,825.0,0.0,1.0,0.7727272727272727,1.0,0.0,D:\DATA300\AudioBookSum\output_images\2409_18594v1_page_15.png,multicolumn
1.0,1275.0,0.0,1650.0,0.0,637.5,0.0,825.0,0.0,1.0,0.7727272727272727,1.0,0.0,D:\DATA300\AudioBookSum\output_images\2409_18594v1_page_16.png,multicolumn
1.0,1275.0,0.0,1650.0,0.0,637.5,0.0,825.0,0.0,1.0,0.7727272727272727,1.0,0.0,D:\DATA300\AudioBookSum\output_images\2409_18594v1_page_17.png,multicolumn
1.0,1275.0,0.0,1650.0,0.0,637.5,0.0,825.0,0.0,1.0,0.7727272727272727,1.0,0.0,D:\DATA300\AudioBookSum\output_images\2409_18594v1_page_18.png,multicolumn
1.0,1275.0,0.0,1650.0,0.0,637.5,0.0,825.0,0.0,1.0,0.7727272727272727,1.0,0.0,D:\DATA300\AudioBookSum\output_images\2409_18594v1_page_19.png,multicolumn
1.0,1275.0,0.0,1650.0,0.0,637.5,0.0,825.0,0.0,1.0,0.7727272727272727,1.0,0.0,D:\DATA300\AudioBookSum\output_images\2409_18594v1_page_20.png,multicolumn
1.0,1275.0,0.0,1650.0,0.0,637.5,0.0,825.0,0.0,1.0,0.7727272727272727,1.0,0.0,D:\DATA300\AudioBookSum\output_images\2409_18594v1_page_21.png,multicolumn
1.0,1275.0,0.0,1650.0,0.0,637.5,0.0,825.0,0.0,1.0,0.7727272727272727,1.0,0.0,D:\DATA300\AudioBookSum\output_images\2412_05270v4_page_1.png,multicolumn
1.0,1275.0,0.0,1650.0,0.0,637.5,0.0,825.0,0.0,1.0,0.7727272727272727,1.0,0.0,D:\DATA300\AudioBookSum\output_images\2412_05270v4_page_2.png,multicolumn
1.0,1275.0,0.0,1650.0,0.0,637.5,0.0,825.0,0.0,1.0,0.7727272727272727,1.0,0.0,D:\DATA300\AudioBookSum\output_images\2412_05270v4_page_3.png,multicolumn
1.0,1275.0,0.0,1650.0,0.0,637.5,0.0,825.0,0.0,1.0,0.7727272727272727,1.0,0.0,D:\DATA300\AudioBookSum\output_images\2412_05270v4_page_4.png,multicolumn
1.0,1275.0,0.0,1650.0,0.0,637.5,0.0,825.0,0.0,1.0,0.7727272727272727,1.0,0.0,D:\DATA300\AudioBookSum\output_images\2412_05270v4_page_5.png,multicolumn
1.0,1275.0,0.0,1650.0,0.0,637.5,0.0,825.0,0.0,1.0,0.7727272727272727,1.0,0.0,D:\DATA300\AudioBookSum\output_images\2412_05270v4_page_6.png,multicolumn
1.0,1275.0,0.0,1650.0,0.0,637.5,0.0,825.0,0.0,1.0,0.7727272727272727,1.0,0.0,D:\DATA300\AudioBookSum\output_images\2412_05270v4_page_7.png,multicolumn
1.0,1275.0,0.0,1650.0,0.0,637.5,0.0,825.0,0.0,1.0,0.7727272727272727,1.0,0.0,D:\DATA300\AudioBookSum\output_images\2412_05270v4_page_8.png,multicolumn
1.0,1275.0,0.0,1650.0,0.0,637.5,0.0,825.0,0.0,1.0,0.7727272727272727,1.0,0.0,D:\DATA300\AudioBookSum\output_images\2412_05270v4_page_9.png,multicolumn
1.0,1275.0,0.0,1650.0,0.0,637.5,0.0,825.0,0.0,1.0,0.7727272727272727,1.0,0.0,D:\DATA300\AudioBookSum\output_images\2412_05270v4_page_10.png,multicolumn
1.0,1275.0,0.0,1650.0,0.0,637.5,0.0,825.0,0.0,1.0,0.7727272727272727,1.0,0.0,D:\DATA300\AudioBookSum\output_images\2412_05270v4_page_11.png,multicolumn
1.0,1275.0,0.0,1650.0,0.0,637.5,0.0,825.0,0.0,1.0,0.7727272727272727,1.0,0.0,D:\DATA300\AudioBookSum\output_images\2412_05270v4_page_12.png,multicolumn
1.0,1275.0,0.0,1650.0,0.0,637.5,0.0,825.0,0.0,1.0,0.7727272727272727,1.0,0.0,D:\DATA300\AudioBookSum\output_images\2412_05270v4_page_13.png,multicolumn
1.0,1275.0,0.0,1650.0,0.0,637.5,0.0,825.0,0.0,1.0,0.7727272727272727,1.0,0.0,D:\DATA300\AudioBookSum\output_images\2412_05270v4_page_14.png,multicolumn
1.0,1275.0,0.0,1650.0,0.0,637.5,0.0,825.0,0.0,1.0,0.7727272727272727,1.0,0.0,D:\DATA300\AudioBookSum\output_images\2412_05270v4_page_15.png,multicolumn
1.0,1275.0,0.0,1650.0,0.0,637.5,0.0,825.0,0.0,1.0,0.7727272727272727,1.0,0.0,D:\DATA300\AudioBookSum\output_images\2412_05270v4_page_16.png,multicolumn
1.0,1275.0,0.0,1650.0,0.0,637.5,0.0,825.0,0.0,1.0,0.7727272727272727,1.0,0.0,D:\DATA300\AudioBookSum\output_images\2412_05270v4_page_17.png,multicolumn
1.0,1275.0,0.0,1650.0,0.0,637.5,0.0,825.0,0.0,1.0,0.7727272727272727,1.0,0.0,D:\DATA300\AudioBookSum\output_images\2412_05270v4_page_18.png,multicolumn
1.0,1275.0,0.0,1650.0,0.0,637.5,0.0,825.0,0.0,1.0,0.7727272727272727,1.0,0.0,D:\DATA300\AudioBookSum\output_images\2412_05270v4_page_19.png,multicolumn
1.0,1275.0,0.0,1650.0,0.0,637.5,0.0,825.0,0.0,1.0,0.7727272727272727,1.0,0.0,D:\DATA300\AudioBookSum\output_images\2412_05270v4_page_20.png,multicolumn
1.0,1275.0,0.0,1650.0,0.0,637.5,0.0,825.0,0.0,1.0,0.7727272727272727,1.0,0.0,D:\DATA300\AudioBookSum\output_images\2412_05270v4_page_21.png,multicolumn
1.0,1275.0,0.0,1650.0,0.0,637.5,0.0,825.0,0.0,1.0,0.7727272727272727,1.0,0.0,D:\DATA300\AudioBookSum\output_images\2412_05270v4_page_22.png,multicolumn
1.0,1275.0,0.0,1650.0,0.0,637.5,0.0,825.0,0.0,1.0,0.7727272727272727,1.0,0.0,D:\DATA300\AudioBookSum\output_images\2412_05270v4_page_23.png,multicolumn
1.0,1275.0,0.0,1650.0,0.0,637.5,0.0,825.0,0.0,1.0,0.7727272727272727,1.0,0.0,D:\DATA300\AudioBookSum\output_images\2412_05270v4_page_24.png,multicolumn
1.0,1275.0,0.0,1650.0,0.0,637.5,0.0,825.0,0.0,1.0,0.7727272727272727,1.0,0.0,D:\DATA300\AudioBookSum\output_images\2504_01848v3_page_1.png,multicolumn
1.0,1275.0,0.0,1650.0,0.0,637.5,0.0,825.0,0.0,1.0,0.7727272727272727,1.0,0.0,D:\DATA300\AudioBookSum\output_images\2504_01848v3_page_2.png,multicolumn
1.0,1275.0,0.0,1650.0,0.0,637.5,0.0,825.0,0.0,1.0,0.7727272727272727,1.0,0.0,D:\DATA300\AudioBookSum\output_images\2504_01848v3_page_3.png,multicolumn
1.0,1275.0,0.0,1650.0,0.0,637.5,0.0,825.0,0.0,1.0,0.7727272727272727,1.0,0.0,D:\DATA300\AudioBookSum\output_images\2504_01848v3_page_4.png,multicolumn
1.0,1275.0,0.0,1650.0,0.0,637.5,0.0,825.0,0.0,1.0,0.7727272727272727,1.0,0.0,D:\DATA300\AudioBookSum\output_images\2504_01848v3_page_5.png,multicolumn
1.0,1275.0,0.0,1650.0,0.0,637.5,0.0,825.0,0.0,1.0,0.7727272727272727,1.0,0.0,D:\DATA300\AudioBookSum\output_images\2504_01848v3_page_6.png,multicolumn
1.0,1275.0,0.0,1650.0,0.0,637.5,0.0,825.0,0.0,1.0,0.7727272727272727,1.0,0.0,D:\DATA300\AudioBookSum\output_images\2504_01848v3_page_7.png,multicolumn
1.0,1275.0,0.0,1650.0,0.0,637.5,0.0,825.0,0.0,1.0,0.7727272727272727,1.0,0.0,D:\DATA300\AudioBookSum\output_images\2504_01848v3_page_8.png,multicolumn
1.0,1275.0,0.0,1650.0,0.0,637.5,0.0,825.0,0.0,1.0,0.7727272727272727,1.0,0.0,D:\DATA300\AudioBookSum\output_images\2504_01848v3_page_9.png,multicolumn
1.0,1275.0,0.0,1650.0,0.0,637.5,0.0,825.0,0.0,1.0,0.7727272727272727,1.0,0.0,D:\DATA300\AudioBookSum\output_images\2504_01848v3_page_10.png,multicolumn
1.0,1275.0,0.0,1650.0,0.0,637.5,0.0,825.0,0.0,1.0,0.7727272727272727,1.0,0.0,D:\DATA300\AudioBookSum\output_images\2504_01848v3_page_11.png,multicolumn
1.0,1275.0,0.0,1650.0,0.0,637.5,0.0,825.0,0.0,1.0,0.7727272727272727,1.0,0.0,D:\DATA300\AudioBookSum\output_images\2504_01848v3_page_12.png,multicolumn
1.0,1275.0,0.0,1650.0,0.0,637.5,0.0,825.0,0.0,1.0,0.7727272727272727,1.0,0.0,D:\DATA300\AudioBookSum\output_images\2504_01848v3_page_13.png,multicolumn
