filename,image_path,classification
2303.00747v2.pdf,D:\DATA300\AudioBookSum\output_images\2303_00747v2_page_3.png,multicolumn
2303.00747v2.pdf,D:\DATA300\AudioBookSum\output_images\2303_00747v2_page_4.png,multicolumn
2303.00747v2.pdf,D:\DATA300\AudioBookSum\output_images\2303_00747v2_page_5.png,multicolumn
2303.00747v2.pdf,D:\DATA300\AudioBookSum\output_images\2303_00747v2_page_6.png,multicolumn
2402.12354v2.pdf,D:\DATA300\AudioBookSum\output_images\2402_12354v2_page_1.png,multicolumn
2402.12354v2.pdf,D:\DATA300\AudioBookSum\output_images\2402_12354v2_page_2.png,multicolumn
2402.12354v2.pdf,D:\DATA300\AudioBookSum\output_images\2402_12354v2_page_3.png,multicolumn
2402.12354v2.pdf,D:\DATA300\AudioBookSum\output_images\2402_12354v2_page_4.png,multicolumn
2402.12354v2.pdf,D:\DATA300\AudioBookSum\output_images\2402_12354v2_page_5.png,multicolumn
2402.12354v2.pdf,D:\DATA300\AudioBookSum\output_images\2402_12354v2_page_6.png,multicolumn
2402.12354v2.pdf,D:\DATA300\AudioBookSum\output_images\2402_12354v2_page_7.png,multicolumn
2402.12354v2.pdf,D:\DATA300\AudioBookSum\output_images\2402_12354v2_page_8.png,multicolumn
2402.12354v2.pdf,D:\DATA300\AudioBookSum\output_images\2402_12354v2_page_9.png,multicolumn
2402.12354v2.pdf,D:\DATA300\AudioBookSum\output_images\2402_12354v2_page_10.png,multicolumn
2402.12354v2.pdf,D:\DATA300\AudioBookSum\output_images\2402_12354v2_page_11.png,multicolumn
2402.12354v2.pdf,D:\DATA300\AudioBookSum\output_images\2402_12354v2_page_12.png,multicolumn
2402.12354v2.pdf,D:\DATA300\AudioBookSum\output_images\2402_12354v2_page_13.png,single column
2402.12354v2.pdf,D:\DATA300\AudioBookSum\output_images\2402_12354v2_page_14.png,single column
2402.12354v2.pdf,D:\DATA300\AudioBookSum\output_images\2402_12354v2_page_15.png,single column
2402.12354v2.pdf,D:\DATA300\AudioBookSum\output_images\2402_12354v2_page_16.png,single column
2402.12354v2.pdf,D:\DATA300\AudioBookSum\output_images\2402_12354v2_page_17.png,single column
2402.12354v2.pdf,D:\DATA300\AudioBookSum\output_images\2402_12354v2_page_18.png,single column
2402.12354v2.pdf,D:\DATA300\AudioBookSum\output_images\2402_12354v2_page_19.png,single column
2402.12354v2.pdf,D:\DATA300\AudioBookSum\output_images\2402_12354v2_page_20.png,single column
2402.12354v2.pdf,D:\DATA300\AudioBookSum\output_images\2402_12354v2_page_21.png,single column
2402.12354v2.pdf,D:\DATA300\AudioBookSum\output_images\2402_12354v2_page_22.png,single column
2402.12354v2.pdf,D:\DATA300\AudioBookSum\output_images\2402_12354v2_page_23.png,single column
2402.12354v2.pdf,D:\DATA300\AudioBookSum\output_images\2402_12354v2_page_24.png,single column
2409.18594v1.pdf,D:\DATA300\AudioBookSum\output_images\2409_18594v1_page_1.png,multicolumn
2409.18594v1.pdf,D:\DATA300\AudioBookSum\output_images\2409_18594v1_page_2.png,multicolumn
2409.18594v1.pdf,D:\DATA300\AudioBookSum\output_images\2409_18594v1_page_3.png,multicolumn
2409.18594v1.pdf,D:\DATA300\AudioBookSum\output_images\2409_18594v1_page_4.png,multicolumn
2409.18594v1.pdf,D:\DATA300\AudioBookSum\output_images\2409_18594v1_page_5.png,multicolumn
2409.18594v1.pdf,D:\DATA300\AudioBookSum\output_images\2409_18594v1_page_6.png,multicolumn
2409.18594v1.pdf,D:\DATA300\AudioBookSum\output_images\2409_18594v1_page_7.png,multicolumn
2409.18594v1.pdf,D:\DATA300\AudioBookSum\output_images\2409_18594v1_page_8.png,multicolumn
2409.18594v1.pdf,D:\DATA300\AudioBookSum\output_images\2409_18594v1_page_9.png,multicolumn
2409.18594v1.pdf,D:\DATA300\AudioBookSum\output_images\2409_18594v1_page_10.png,multicolumn
2409.18594v1.pdf,D:\DATA300\AudioBookSum\output_images\2409_18594v1_page_11.png,multicolumn
2409.18594v1.pdf,D:\DATA300\AudioBookSum\output_images\2409_18594v1_page_12.png,multicolumn
2409.18594v1.pdf,D:\DATA300\AudioBookSum\output_images\2409_18594v1_page_13.png,multicolumn
2409.18594v1.pdf,D:\DATA300\AudioBookSum\output_images\2409_18594v1_page_14.png,multicolumn
2409.18594v1.pdf,D:\DATA300\AudioBookSum\output_images\2409_18594v1_page_15.png,multicolumn
2409.18594v1.pdf,D:\DATA300\AudioBookSum\output_images\2409_18594v1_page_16.png,multicolumn
2409.18594v1.pdf,D:\DATA300\AudioBookSum\output_images\2409_18594v1_page_17.png,multicolumn
2409.18594v1.pdf,D:\DATA300\AudioBookSum\output_images\2409_18594v1_page_18.png,multicolumn
2409.18594v1.pdf,D:\DATA300\AudioBookSum\output_images\2409_18594v1_page_19.png,multicolumn
2409.18594v1.pdf,D:\DATA300\AudioBookSum\output_images\2409_18594v1_page_20.png,multicolumn
2409.18594v1.pdf,D:\DATA300\AudioBookSum\output_images\2409_18594v1_page_21.png,multicolumn
2412.05270v4.pdf,D:\DATA300\AudioBookSum\output_images\2412_05270v4_page_1.png,multicolumn
2412.05270v4.pdf,D:\DATA300\AudioBookSum\output_images\2412_05270v4_page_2.png,multicolumn
2412.05270v4.pdf,D:\DATA300\AudioBookSum\output_images\2412_05270v4_page_3.png,multicolumn
2412.05270v4.pdf,D:\DATA300\AudioBookSum\output_images\2412_05270v4_page_4.png,multicolumn
2412.05270v4.pdf,D:\DATA300\AudioBookSum\output_images\2412_05270v4_page_5.png,multicolumn
2412.05270v4.pdf,D:\DATA300\AudioBookSum\output_images\2412_05270v4_page_6.png,multicolumn
2412.05270v4.pdf,D:\DATA300\AudioBookSum\output_images\2412_05270v4_page_7.png,multicolumn
2412.05270v4.pdf,D:\DATA300\AudioBookSum\output_images\2412_05270v4_page_8.png,multicolumn
2412.05270v4.pdf,D:\DATA300\AudioBookSum\output_images\2412_05270v4_page_9.png,multicolumn
2412.05270v4.pdf,D:\DATA300\AudioBookSum\output_images\2412_05270v4_page_10.png,multicolumn
2412.05270v4.pdf,D:\DATA300\AudioBookSum\output_images\2412_05270v4_page_11.png,multicolumn
2412.05270v4.pdf,D:\DATA300\AudioBookSum\output_images\2412_05270v4_page_12.png,multicolumn
2412.05270v4.pdf,D:\DATA300\AudioBookSum\output_images\2412_05270v4_page_13.png,multicolumn
2412.05270v4.pdf,D:\DATA300\AudioBookSum\output_images\2412_05270v4_page_14.png,multicolumn
2412.05270v4.pdf,D:\DATA300\AudioBookSum\output_images\2412_05270v4_page_15.png,multicolumn
2412.05270v4.pdf,D:\DATA300\AudioBookSum\output_images\2412_05270v4_page_16.png,multicolumn
2412.05270v4.pdf,D:\DATA300\AudioBookSum\output_images\2412_05270v4_page_17.png,multicolumn
2412.05270v4.pdf,D:\DATA300\AudioBookSum\output_images\2412_05270v4_page_18.png,multicolumn
2412.05270v4.pdf,D:\DATA300\AudioBookSum\output_images\2412_05270v4_page_19.png,multicolumn
2412.05270v4.pdf,D:\DATA300\AudioBookSum\output_images\2412_05270v4_page_20.png,multicolumn
2412.05270v4.pdf,D:\DATA300\AudioBookSum\output_images\2412_05270v4_page_21.png,multicolumn
2412.05270v4.pdf,D:\DATA300\AudioBookSum\output_images\2412_05270v4_page_22.png,multicolumn
2412.05270v4.pdf,D:\DATA300\AudioBookSum\output_images\2412_05270v4_page_23.png,multicolumn
2412.05270v4.pdf,D:\DATA300\AudioBookSum\output_images\2412_05270v4_page_24.png,multicolumn
2504.01848v3.pdf,D:\DATA300\AudioBookSum\output_images\2504_01848v3_page_1.png,multicolumn
2504.01848v3.pdf,D:\DATA300\AudioBookSum\output_images\2504_01848v3_page_2.png,multicolumn
2504.01848v3.pdf,D:\DATA300\AudioBookSum\output_images\2504_01848v3_page_3.png,multicolumn
2504.01848v3.pdf,D:\DATA300\AudioBookSum\output_images\2504_01848v3_page_4.png,multicolumn
2504.01848v3.pdf,D:\DATA300\AudioBookSum\output_images\2504_01848v3_page_5.png,multicolumn
2504.01848v3.pdf,D:\DATA300\AudioBookSum\output_images\2504_01848v3_page_6.png,multicolumn
2504.01848v3.pdf,D:\DATA300\AudioBookSum\output_images\2504_01848v3_page_7.png,multicolumn
2504.01848v3.pdf,D:\DATA300\AudioBookSum\output_images\2504_01848v3_page_8.png,multicolumn
2504.01848v3.pdf,D:\DATA300\AudioBookSum\output_images\2504_01848v3_page_9.png,multicolumn
2504.01848v3.pdf,D:\DATA300\AudioBookSum\output_images\2504_01848v3_page_10.png,multicolumn
2504.01848v3.pdf,D:\DATA300\AudioBookSum\output_images\2504_01848v3_page_11.png,multicolumn
2504.01848v3.pdf,D:\DATA300\AudioBookSum\output_images\2504_01848v3_page_12.png,multicolumn
2504.01848v3.pdf,D:\DATA300\AudioBookSum\output_images\2504_01848v3_page_13.png,multicolumn
2504.01848v3.pdf,D:\DATA300\AudioBookSum\output_images\2504_01848v3_page_14.png,multicolumn
2504.01848v3.pdf,D:\DATA300\AudioBookSum\output_images\2504_01848v3_page_15.png,multicolumn
2504.01848v3.pdf,D:\DATA300\AudioBookSum\output_images\2504_01848v3_page_16.png,multicolumn
2504.01848v3.pdf,D:\DATA300\AudioBookSum\output_images\2504_01848v3_page_17.png,multicolumn
2504.01848v3.pdf,D:\DATA300\AudioBookSum\output_images\2504_01848v3_page_18.png,multicolumn
2504.01848v3.pdf,D:\DATA300\AudioBookSum\output_images\2504_01848v3_page_19.png,multicolumn
2504.01848v3.pdf,D:\DATA300\AudioBookSum\output_images\2504_01848v3_page_20.png,multicolumn
2504.01848v3.pdf,D:\DATA300\AudioBookSum\output_images\2504_01848v3_page_21.png,multicolumn
2504.01848v3.pdf,D:\DATA300\AudioBookSum\output_images\2504_01848v3_page_22.png,multicolumn
2504.01848v3.pdf,D:\DATA300\AudioBookSum\output_images\2504_01848v3_page_23.png,multicolumn
2504.01848v3.pdf,D:\DATA300\AudioBookSum\output_images\2504_01848v3_page_24.png,multicolumn
2504.01848v3.pdf,D:\DATA300\AudioBookSum\output_images\2504_01848v3_page_25.png,multicolumn
2504.01848v3.pdf,D:\DATA300\AudioBookSum\output_images\2504_01848v3_page_26.png,multicolumn
2504.01848v3.pdf,D:\DATA300\AudioBookSum\output_images\2504_01848v3_page_27.png,multicolumn
2504.01848v3.pdf,D:\DATA300\AudioBookSum\output_images\2504_01848v3_page_28.png,multicolumn
2504.01848v3.pdf,D:\DATA300\AudioBookSum\output_images\2504_01848v3_page_29.png,multicolumn
2504.01848v3.pdf,D:\DATA300\AudioBookSum\output_images\2504_01848v3_page_30.png,multicolumn
2504.16072v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_16072v1_page_1.png,multicolumn
2504.16072v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_16072v1_page_2.png,multicolumn
2504.16072v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_16072v1_page_3.png,multicolumn
2504.16072v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_16072v1_page_4.png,multicolumn
2504.16072v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_16072v1_page_5.png,multicolumn
2504.16072v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_16072v1_page_6.png,multicolumn
2504.16072v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_16072v1_page_7.png,multicolumn
2504.16072v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_16072v1_page_8.png,multicolumn
2504.16072v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_16072v1_page_9.png,multicolumn
2504.16072v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_16072v1_page_10.png,multicolumn
2504.16072v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_16072v1_page_11.png,multicolumn
2504.16072v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_16072v1_page_12.png,multicolumn
2504.16072v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_16072v1_page_13.png,multicolumn
2504.16072v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_16072v1_page_14.png,multicolumn
2504.16072v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_16072v1_page_15.png,multicolumn
2504.16072v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_16072v1_page_16.png,multicolumn
2504.16072v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_16072v1_page_17.png,multicolumn
2504.16072v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_16072v1_page_18.png,multicolumn
2504.16072v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_16072v1_page_19.png,multicolumn
2504.16072v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_16072v1_page_20.png,multicolumn
2504.16072v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_16072v1_page_21.png,multicolumn
2504.16072v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_16072v1_page_22.png,multicolumn
2504.16072v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_16072v1_page_23.png,multicolumn
2504.16072v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_16072v1_page_24.png,multicolumn
2504.16072v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_16072v1_page_25.png,multicolumn
2504.16072v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_16072v1_page_26.png,multicolumn
2504.16072v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_16072v1_page_27.png,multicolumn
2504.16072v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_16072v1_page_28.png,multicolumn
2504.16072v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_16072v1_page_29.png,multicolumn
2504.16072v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_16072v1_page_30.png,multicolumn
2504.16072v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_16072v1_page_31.png,multicolumn
2504.16072v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_16072v1_page_32.png,multicolumn
2504.19944v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_19944v1_page_1.png,single column
2504.19944v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_19944v1_page_2.png,single column
2504.19944v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_19944v1_page_3.png,single column
2504.19944v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_19944v1_page_4.png,single column
2504.19944v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_19944v1_page_5.png,single column
2504.19944v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_19944v1_page_6.png,single column
2504.19944v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_19944v1_page_7.png,single column
2504.19944v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_19944v1_page_8.png,single column
2504.19944v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_19944v1_page_9.png,single column
2504.19944v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_19944v1_page_10.png,single column
2504.19944v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_19944v1_page_11.png,single column
2504.19944v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_19944v1_page_12.png,single column
2504.19944v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_19944v1_page_13.png,single column
2504.19944v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_19944v1_page_14.png,single column
2504.19944v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_19944v1_page_15.png,single column
2504.19944v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_19944v1_page_16.png,single column
2504.19944v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_19944v1_page_17.png,single column
2504.19944v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_19944v1_page_18.png,single column
2504.19944v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_19944v1_page_19.png,single column
2504.19944v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_19944v1_page_20.png,single column
2504.19944v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_19944v1_page_21.png,single column
2504.19944v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_19944v1_page_22.png,single column
2504.19944v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_19944v1_page_23.png,single column
2504.19944v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_19944v1_page_24.png,single column
2504.19944v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_19944v1_page_25.png,single column
2504.19944v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_19944v1_page_26.png,single column
2504.19944v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_19944v1_page_27.png,single column
2504.19944v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_19944v1_page_28.png,single column
2504.19944v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_19944v1_page_29.png,single column
2504.19944v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_19944v1_page_30.png,single column
2504.19944v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_19944v1_page_31.png,single column
2504.19950v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_19950v1_page_1.png,multicolumn
2504.19950v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_19950v1_page_2.png,multicolumn
2504.19950v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_19950v1_page_3.png,multicolumn
2504.19950v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_19950v1_page_4.png,multicolumn
2504.19950v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_19950v1_page_5.png,multicolumn
2504.19950v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_19950v1_page_6.png,multicolumn
2504.19950v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_19950v1_page_7.png,multicolumn
2504.19950v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_19950v1_page_8.png,multicolumn
2504.19950v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_19950v1_page_9.png,multicolumn
2504.19950v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_19950v1_page_10.png,multicolumn
2504.19950v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_19950v1_page_11.png,multicolumn
2504.19950v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_19950v1_page_12.png,multicolumn
2504.19950v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_19950v1_page_13.png,multicolumn
2504.19950v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_19950v1_page_14.png,multicolumn
2504.19955v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_19955v1_page_1.png,multicolumn
2504.19955v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_19955v1_page_2.png,multicolumn
2504.19955v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_19955v1_page_3.png,multicolumn
2504.19955v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_19955v1_page_4.png,multicolumn
2504.19955v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_19955v1_page_5.png,multicolumn
2504.19955v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_19955v1_page_6.png,multicolumn
2504.19997v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_19997v1_page_1.png,multicolumn
2504.19997v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_19997v1_page_2.png,multicolumn
2504.19997v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_19997v1_page_3.png,multicolumn
2504.19997v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_19997v1_page_4.png,multicolumn
2504.20018v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_20018v1_page_1.png,multicolumn
2504.20018v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_20018v1_page_2.png,multicolumn
2504.20018v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_20018v1_page_3.png,multicolumn
2504.20018v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_20018v1_page_4.png,multicolumn
2504.20018v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_20018v1_page_5.png,multicolumn
2504.20018v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_20018v1_page_6.png,multicolumn
2504.20018v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_20018v1_page_7.png,multicolumn
2504.20018v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_20018v1_page_8.png,multicolumn
2504.20018v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_20018v1_page_9.png,multicolumn
2504.20018v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_20018v1_page_10.png,multicolumn
2504.20018v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_20018v1_page_11.png,multicolumn
2504.20018v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_20018v1_page_12.png,multicolumn
2504.20018v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_20018v1_page_13.png,multicolumn
2504.20018v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_20018v1_page_14.png,multicolumn
2504.20026v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_20026v1_page_1.png,multicolumn
2504.20026v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_20026v1_page_2.png,multicolumn
2504.20026v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_20026v1_page_3.png,multicolumn
2504.20026v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_20026v1_page_4.png,multicolumn
2504.20026v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_20026v1_page_5.png,multicolumn
2504.20026v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_20026v1_page_6.png,multicolumn
2504.20026v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_20026v1_page_7.png,multicolumn
2504.20026v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_20026v1_page_8.png,multicolumn
2504.20026v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_20026v1_page_9.png,multicolumn
2504.20026v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_20026v1_page_10.png,multicolumn
2504.20026v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_20026v1_page_11.png,multicolumn
2504.20026v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_20026v1_page_12.png,multicolumn
2504.20026v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_20026v1_page_13.png,multicolumn
2504.20026v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_20026v1_page_14.png,multicolumn
2504.20026v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_20026v1_page_15.png,multicolumn
2504.20026v1.pdf,D:\DATA300\AudioBookSum\output_images\2504_20026v1_page_16.png,multicolumn
